"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR978","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Gardeau Crest Dairy","Camco International Group, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Perry, NY, Wyoming County","NEW YORK","US","","","","22054","11/21/2012","09/05/2014","View","View","",
"CAR475","NA","","Gaston County Solid Waste and Recycling","Gaston County Solid Waste and Recycling","Gaston County Landfill Gas Destruction Project","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Gaston County, Dallas, NC","NORTH CAROLINA","US","","","","980504","05/07/2020","11/11/2009","View","View","",
"CAR1017","NA","","GEC Organics","GEC Organics","GEC Organics","","","","Organic Waste Composting","Listed","Not ARB Eligible","Castleberry Alabama 36432","ALABAMA","US","","","","","11/04/2013","","View","View","www.gecorganics.us",
"CAR441","NA","","3Degrees Group, Inc","3Degrees Group, Inc","George DeRuyter & Sons Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Outlook","WASHINGTON","US","","","","131618","04/09/2009","06/22/2010","View","View","",
"CAR1080","CALS5094","","3Degrees Group, Inc","3Degrees Group, Inc","George DeRuyter and Sons Dairy Methane Reduction Project","George DeRuyter and Sons Dairy LLC","3Degrees Group, Inc","","Livestock - ARB Compliance","Registered","Active ARB Project","Near Yakima County","WASHINGTON","US","","","","45849","09/17/2014","09/12/2016","View","View","",
"CAR1475","NA","","Radicle Group Inc.","Radicle Group Inc.","Gibson Grassland Project","","","","Canada Grassland","Listed","Not ARB Eligible","Vermilion River County #24","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR1288","CALS5388","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","GJ TeVelde Ranch Dairy Digester","GJ TeVelde Ranch Energy, LLC","Maas Energy Works","","Livestock - ARB Compliance","Registered","Active ARB Project","Tulare County","CALIFORNIA","US","","","","49676","11/18/2017","11/16/2018","View","View","",
"CAR399","NA","","EcoSecurities International Limited","EcoSecurities International Limited","Granger Decatur Landfill Gas Destruction Project","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Trinity","ALABAMA","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","169589","09/25/2008","12/21/2009","View","View","",
"CAR749","NA","","Middleton Place, LLC","Middleton Place, LLC","Green Assets - Middleton Avoided Conversion","Middleton Place LLC","Green Assets, Inc.","","Avoided Conversion","Completed","Not ARB Eligible","Charleston","SOUTH CAROLINA","US","","","Project has transitioned to compliance - CAR1109","285687","05/02/2011","09/17/2013","View","View","",
"CAR1109","CAFR5105","","Middleton Place, LLC","Middleton Place, LLC","Green Assets - Middleton Avoided Conversion Project","Middleton Place, LLC","Green Assets, Inc","","Avoided Conversion - ARB Compliance","Registered","Active ARB Project","Dorchester Co.; North of Charleston, S.C","SOUTH CAROLINA","US","","","","244767","12/23/2014","04/13/2016","View","View","",
"CAR412","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Green Meadow Farm","Camco International Group, Inc.","","DNV","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Shiawassee","MICHIGAN","US","","","Approved for Zero-Credit Reporting Period for 2013 and 2014 vintages","36799","12/02/2008","05/04/2010","View","View","",
"CAR629","NA","","Solvay Chemicals, Inc.","Solvay Chemicals, Inc.","Green River Trona Mine Methane Destruction and Utilization Project","","","","Coal Mine Methane - Drainage","Completed","Not ARB Eligible","Sweetwater County","WYOMING","US","","","","498654","04/19/2010","09/01/2011","View","View","",
"CAR504","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Green Valley Dairy","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Krakow, Wisconsin","WISCONSIN","US","","","","70598","10/16/2009","09/24/2012","View","View","",
"CAR1106","CALS5180","","3Degrees Group, Inc","3Degrees Group, Inc","Green Valley Dairy Methane Reduction Project","Green Valley Dairy","3Degrees Group, Inc","","Livestock - ARB Compliance","Registered","Active ARB Project","Krakow, Wisconsin","WISCONSIN","US","","","","106532","02/27/2015","10/19/2016","View","View","",
"CAR495","NA","","Element Markets Emissions, LLC","Element Markets Emissions, LLC","Greenville County Landfill Gas Utilization Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Greenville County; Greer","SOUTH CAROLINA","US","","","","824678","09/17/2009","01/19/2010","View","View","",
"CAR1190","CAFR5220","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Greenwood Creek","Mendocino Redwood Company","NONE","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","331816","10/20/2015","06/26/2018","View","View","",
"CAR1468","NA","","Radicle Group Inc.","Radicle Group Inc.","Grinde Grasslands Project","","","","Canada Grassland","Listed","Not ARB Eligible","Calgary","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR1116","CAFR5116","","Sierra Pacific Industries","Sierra Pacific Industries","Griswold","Sierra Pacific industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Inactive","In Tuolumne County north east of Sonora","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR612","NA","","Grotegut Dairy Farm Inc","Grotegut Dairy Farm Inc","Grotegut Dairy Farm Inc","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Newton","WISCONSIN","US","","","","54686","04/22/2010","05/30/2013","View","View","",
"CAR1135","CALS5143","","DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Grotegut Dairy Farm, Inc","Grotegut Dairy Farm, Inc.","Calumet Renewable Energy LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Newton, Manitowoc County","WISCONSIN","US","","","","49058","02/12/2015","08/09/2017","View","View","",
"CAR465","NA","","GTR Solid Waste Management Authority","GTR Solid Waste Management Authority","GTR Solid Waste Landfill","","","SCS Global Services","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Oktibbeha/Clay county near Starkville MS","MISSISSIPPI","US","","","","235254","07/09/2009","02/11/2011","View","View","",
"CAR1484","NA","CARC1478","Toroto SAPI de CV","GUADALUPE ZAJÚ, CHANJUL, SAN ANTONIO CHICHARRAS","Guadalupe Zajú, Chanjul, San Antonio Chicharras","","","","Forestry - MX","Listed","Not ARB Eligible","Municipio de Tapachula","CHIAPAS","MX","","","","","06/04/2021","","View","View","www.guadalupezaju.com",
"CAR660","NA","","The Conservation Fund","The Conservation Fund","Gualala River Forest","The Conservation Fund","","","Improved Forest Management","Completed","Not ARB Eligible","Southern Mendocino County; near Gualala","CALIFORNIA","US","","","","514346","08/03/2010","12/23/2011","View","View","",
"CAR1099","CAFR5137","","The Conservation Fund","The Conservation Fund","Gualala River Forest - ARB","The Conservation Fund","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County, CA","CALIFORNIA","US","","","","406413","02/09/2015","05/16/2017","View","View","www.conservationfund.org",
"CAR635","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Hancock County Landfill Gas Collection Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Hancock County","OHIO","US","","","","1020112","05/13/2010","05/31/2012","View","View","",
"CAR1476","NA","","Radicle Group Inc.","Radicle Group Inc.","Hansen Grassland Project","","","","Canada Grassland","Listed","Not ARB Eligible","Cardston County","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR540","NA","","Hardin County Fiscal Court","Hardin County Fiscal Court","Hardin County Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Elizabethtown, KY","KENTUCKY","US","","","","121913","11/24/2009","","View","View","",
"CAR1238","NA","","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 1","","","","Avoided Grassland Conversion","Registered","Not ARB Eligible","Bent County","COLORADO","US","","","","24881","08/31/2016","07/12/2018","View","View","Southern Plains Land Trust",
"CAR1299","NA","","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 2","","","","Avoided Grassland Conversion","Registered","Not ARB Eligible","Bent County","COLORADO","US","","","","5810","08/13/2018","03/29/2019","View","View","Southern Plains Land Trust",
"CAR1328","NA","","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 3","Southern Plains Land Trust","Nicole Rosmarino","","Avoided Grassland Conversion","Registered","Not ARB Eligible","Bent County, Colorado","COLORADO","US","","","","651","01/08/2019","01/24/2020","View","View","Southern Plains Land Trust",
"CAR422","NA","","Timberline Energy, LLC","Timberline Energy, LLC","Hernando County Landfill Electric Generation","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Brooksville","FLORIDA","US","","","","561841","01/07/2009","08/04/2009","View","View","www.timberlineenergy.com",
"CAR487","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Herrema Dairy","Environmental Credit Corp.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Jasper County; Fair Oaks","INDIANA","US","","","","19480","09/03/2009","06/13/2013","View","View","N/A",
"CAR489","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Hidden View Dairy","Environmental Credit Corp.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Jasper County; Rensselaer","INDIANA","US","","","","36730","08/28/2009","03/08/2013","View","View","N/A",
"CAR829","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Hilltop Sand and Gravel Landfill GHG Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","7950 Telegraph Road, Alexandria, Faifax County","VIRGINIA","US","","","","171694","05/19/2011","12/04/2013","View","View","",
"CAR1006","NA","","Fruit Growers Supply Company","21st Century Fox","Hilt Forest Carbon Project","Fruit Growers Supply Company","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Siskiyou County","CALIFORNIA","US","","","","","07/30/2013","","View","View","",
"CAR1191","CAFR5291","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Hollow Tree","Mendocino Redwood Company","NONE","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","985152","10/23/2015","06/20/2017","View","View","",
"CAR599","NA","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Elm","Holsum Dairies, LLC","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Calumet County","WISCONSIN","US","","","","116273","04/22/2010","08/11/2011","View","View","",
"CAR1153","CALS5153","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Elm Dairy","Holsum Dairies, LLC","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Calumet County","WISCONSIN","US","","","","67274","02/26/2015","03/09/2017","View","View","",
"CAR1154","CALS5154","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Irish Dairy","Holsum Dairies, LLC","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Calumet County","WISCONSIN","US","","","","82818","02/26/2015","11/04/2015","View","View","",
"CAR601","NA","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Irish Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Calumet County","WISCONSIN","US","","","","64801","05/06/2010","08/11/2011","View","View","",
"CAR901","NA","","Honeywell International Inc.","Honeywell International Inc.","Honeywell ODS Destruction Project","Honeywell International Inc.","MGM Innova Consulting Inc.","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","128072","10/20/2011","02/22/2012","View","View","",
"CAR681","NA","","Northeast Wilderness Trust","Northeast Wilderness Trust","Howland Research Forest","","","","Improved Forest Management","Transitioned","Not ARB Eligible","Penobscot County","MAINE","US","","","","48852","12/19/2013","03/13/2015","View","View","www.forestcarbonpartners.com",
"CAR1341","CAOD6341","","Hudson Technologies Company","Hudson Technologies Company","Hudson Tech 2019-4","Hudson Technologies Company","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active Registry Project","East Liverpool","OHIO","US","","","","73462","05/21/2019","07/29/2019","View","View","",
"CAR1367","CAOD6367","","Hudson Technologies Company","Hudson Technologies Company","Hudson Tech 2019-5","Hudson Technologies Company","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active Registry Project","East Liverpool","OHIO","US","","","","58918","06/25/2019","09/10/2019","View","View","",
"CAR1353","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Hueyapan","Hueyapan - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Cuautepec de Hinojosa;Hueyapan","HIDALGO","MX","","","","1199","06/25/2019","03/09/2021","View","View","",
"CAR1339","CAFR6339","","Peak Carbon LLC","Peak Carbon LLC","Humboldt Mixed Forest Improvement Project","Green Diamond Resource Company","Peak Carbon LLC","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt and Del Norte Counties","CALIFORNIA","US","","","","2895502","06/13/2019","02/14/2020","View","View","",
"CAR1002","CALS5025","","NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation","Ideal Family Farms Digester Project","JMA Farms, LLC.","NativeEnergy, Inc.","","Livestock - ARB Compliance","Registered","Active ARB Project","Beavertown","PENNSYLVANIA","US","","","","31889","09/05/2013","01/31/2015","View","View","",
"CAR776","NA","","IESI LA Landfill Corporation","IESI LA Landfill Corporation","IESI-Trinity LaSalle/Grant Carbon Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","LaSalle Parish","LOUISIANA","US","","","","88464","09/02/2010","04/05/2013","View","View","",
"CAR838","NA","","Timber Ridge Landfill Company","Timber Ridge Landfill Company","IESI-Trinity Timber Ridge Landfill Carbon Project","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Washington County, MO","MISSOURI","US","","","","371166","06/09/2011","05/02/2013","View","View","",
"CAR812","NA","","IESI LA Landfill Corporation","IESI LA Landfill Corporation","IESI-Trinity Timberlane Carbon Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Allen Parish","LOUISIANA","US","","","","165813","03/17/2011","03/28/2013","View","View","",
"CAR558","NA","","Element Markets Emissions, LLC","Element Markets Emissions, LLC","Indian River County Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Indian River County","FLORIDA","US","","","","98108","09/28/2011","06/15/2012","View","View","http://www.ircwaste.com/",
"CAR1334","NA","","Indigo Ag","Indigo Ag","Indigo Ag Nitrogen Management","","","","Nitrogen Management","Completed","Not ARB Eligible","AZ, AR, CA, CO, ID, IL, IN, IA, KS, KY, MI, MN, MO, MT, NE, NC, ND, NY, OH, OK, OR, PA, SD, TN, TX, VA, WA, WI, WY","KANSAS","US","","","","","04/08/2019","","View","View","",
"CAR1459","NA","","Indigo Ag","Indigo Ag","Indigo U.S. Project No.1","","","Aster Global Environmental Solutions, Inc.","Soil Enrichment","Listed","Not ARB Eligible","AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY","MASSACHUSETTS","US","","","","","12/18/2020","","View","View","www.indigocarbon.com",
"CAR397","NA","","EcoSecurities International Limited","EcoSecurities International Limited","Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy","","","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Wendell","IDAHO","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","9303","08/13/2008","07/31/2009","View","View","",
"CAR396","NA","","EcoSecurities International Limited","EcoSecurities International Limited","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","","","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Rupert","IDAHO","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","31193","08/13/2008","07/31/2009","View","View","",
"CAR1289","CAOD5399","","Irony, LLC","Irony, LLC","Irony","Irony LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","Bowling Green","OHIO","US","","","","8330","08/27/2018","12/17/2018","View","View","",
"CAR1366","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Ixtula y Sembo","Ixtula y Sembo - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Huasca de Ocampo; El Zembo","HIDALGO","MX","","","","839","06/24/2019","02/25/2021","View","View","",
"CAR880","NA","","Element Markets Emissions, LLC","Element Markets Emissions, LLC","Johnston County Landfill Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Johnston County, NC","NORTH CAROLINA","US","","","","162132","07/21/2011","02/18/2014","View","View","",
"CAR646","NA","","AMC Maine Woods Initiative LLC","AMC Maine Woods Initiative LLC","Katahdin Iron Works Ecological Reserve","","","","Improved Forest Management","Registered","Not ARB Eligible","Piscataquis County, Maine; east of Greenville","MAINE","US","","","Credits may only be used in voluntary offset market; not CARB eligible. Contact Reserve for details","173619","02/11/2011","01/29/2014","View","View","www.outdoors.org",
"CAR522","NA","","Advanced Disposal Services Blue Ridge Landfill, Inc.","Advanced Disposal Services Blue Ridge Landfill, Inc.","Kentucky Blue Ridge Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Irvine","KENTUCKY","US","","","","201920","11/19/2009","09/30/2010","View","View","",
"CAR621","NA","","Kimble Company","Kimble Company","Kimble Sanitary Landfill Gas Project","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Dover","OHIO","US","","","","1161907","04/22/2010","09/28/2011","View","View","",
"CAR761","NA","","L and D Landfill, Limited Partnership","L and D Landfill, Limited Partnership","L and D Landfill Methane Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Sacramento","CALIFORNIA","US","","","","125797","07/01/2010","","View","View","",
"CAR1355","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido La Estancia","La Estancia - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Singuilucan; La Estancia","HIDALGO","MX","","","","1357","06/24/2019","02/25/2021","View","View","",
"CAR1485","NA","CARC1478","Toroto SAPI de CV","La Gloria de Gante","La Gloria de Gante","","","","Forestry - MX","Listed","Not ARB Eligible","Municipio de Tapachula","CHIAPAS","MX","","","","","04/13/2021","","View","View","www.guadalupezaju.com",
"CAR1019","NA","","Energía Renovable de Cuautla S.A. de C.V.","Energía Renovable de Cuautla S.A. de C.V.","LA PERSEVERANCIA BIOGAS PLANT","","","","Landfill - MX","Registered","Not ARB Eligible","CUAUTLA","MORELOS","MX","","","","34267","10/22/2013","07/18/2018","View","View","",
"CAR1294","CALS5394","","Camco Offsets I, LLC","Camco Offsets I, LLC","Lakeshore Dairy","Lakeshore Dairy, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Wilson, NY","NEW YORK","US","","","","14632","02/17/2018","09/15/2020","View","View","",
"CAR1316","CALS6316","","California Bioenergy, LLC","California Bioenergy, LLC","Lakeview Farms Dairy","ABEC #3 LLC","California Bioenergy LLC","Ruby Canyon Environmental, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Bakersfield","CALIFORNIA","US","","","","34306","09/05/2018","09/03/2019","View","View","http://calbioenergy.com/",
"CAR1253","CALS5319","","Camco Offsets I, LLC","Camco Offsets I, LLC","Lambs Dairy Digester","Lamb Farms, Inc.","Camco Offsets I, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Oakfield, New York","NEW YORK","US","","","","42579","02/23/2017","05/23/2018","View","View","",
"CAR509","NA","","Larimer Energy, LLC","Larimer Energy, LLC","Larimer County Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Larimer County, Colorado","COLORADO","US","","","","109878","10/30/2009","03/30/2011","View","View","",
"CAR1354","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Las Puentes y Anexos","Las Puentes y Anexos - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Cuautepec de Hinojosa; Las Puentes","HIDALGO","MX","","","","4049","06/24/2019","02/25/2021","View","View","",
"CAR1408","CAFR6408","","Sierra Pacific Industries","Sierra Pacific Industries","Lassen","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Shasta County","CALIFORNIA","US","","","Project combined with CAR1402 and CAR1407","","08/17/2020","","View","View","",
"CAR1274","CALS5374","","3Degrees Group, Inc","3Degrees Group, Inc","Lawnhurst Farms Methane Reduction Project","3Degrees Group, Inc","None","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Ontario County","NEW YORK","US","","","","20458","09/20/2017","02/27/2020","View","View","",
"CAR1050","NA","","City of Lawton","City of Lawton","Lawton GCCS","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","City of Lawton, Comanche County","OKLAHOMA","US","","","","214403","02/04/2014","09/25/2015","View","View","",
"CAR445","NA","","Lancaster County Solid Waste Management Authority","Lancaster County Solid Waste Management Authority","LCSWMA Landfill Gas-to-Energy Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Conestoga","PENNSYLVANIA","US","","","","415917","05/04/2009","01/15/2010","View","View","www.lcswma.org",
"CAR1096","NA","","ClimeCo LLC","ClimeCo LLC","Lenz Composting","","","Ruby Canyon Environmental, Inc.","Organic Waste Composting","Registered","Not ARB Eligible","5210 SR 532 Stanwood WA 98292 (Snohomish County)","WASHINGTON","US","","","","70117","10/10/2014","12/30/2015","View","View","",
"CAR1259","NA","CARC1394","Climate Trust Capital Fund I LP","The Nature Conservancy","Lightning Creek Ranch","","","SCS Global Services","Avoided Grassland Conversion","Registered","Not ARB Eligible","Wallowa County","OREGON","US","","","","8332","05/10/2017","12/17/2019","View","View","",
"CAR1077","CALS5075","","CSE Operating II, LLC","CSE Operating II, LLC","Linde","CSE Operating II, LLC","None","","Livestock - ARB Compliance","Completed","Terminated","White, S. Dakota","SOUTH DAKOTA","US","","","","2975","07/08/2014","04/06/2015","View","View","",
"CAR634","NA","","CSE Operating II, LLC","CSE Operating II, LLC","Linde Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Brookings County; White, SD","SOUTH DAKOTA","US","","","","7171","04/18/2011","12/01/2011","View","View","",
"CAR590","NA","","Sempervirens Fund","Sempervirens Fund","Lompico Forest Carbon Project","","","Environmental Services, Inc.","Improved Forest Management","Registered","Not ARB Eligible","Santa Cruz County","CALIFORNIA","US","","","","17172","01/28/2010","08/27/2010","View","View","www.sempervirens.org",
"CAR1361","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Los Romeros","Los Romeros - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Santiago Tulantepec; Los Romeros","HIDALGO","MX","","","","2480","06/24/2019","03/09/2021","View","View","",
"CAR455","NA","","3Degrees Group, Inc","3Degrees Group, Inc","LP Gill Landfill Gas Recovery Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Jackson","NEBRASKA","US","","","","394615","05/06/2009","11/11/2009","View","View","",
"CAR1332","CAFR6332","","Spatial Informatics Group, LLC","Spatial Informatics Group, LLC","Lubrecht Experimental Forest Carbon Project","Montana Forest & Conservation Experiment Station (MFCES)","Spatial Informatics Group LLC","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Missoula County","MONTANA","US","","","","774633","04/04/2019","09/18/2020","View","View","",
"CAR694","NA","","City of Arcata","City of Arcata","Lucchesi Tract","","","","Improved Forest Management","Registered","Not ARB Eligible","Humboldt County","CALIFORNIA","US","","","","23001","01/13/2012","09/13/2012","View","View","cityofarcata.org",
"CAR998","NA","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Maas Energy Works Van Warmerdam Dairy Digester","The Climate Trust","None","","Livestock Gas Capture/Combustion","Registered","Not ARB Eligible","Galt, CA","CALIFORNIA","US","","","","45682","09/16/2013","12/04/2015","View","View","",
"CAR566","NA","","Mahoning Landfill, Inc.","Mahoning Landfill, Inc.","Mahoning Landfill","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","New Springfield","OHIO","US","","","","549968","04/14/2011","12/14/2011","View","View","",
"CAR1180","CAFR5280","","Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership","Mailliard Ranch","Mailliard Ranch","James D. Clark","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","1107495","10/28/2015","04/27/2017","View","View","",
"CAR1428","NA","CARC1427","FUNDACION SAN CRISANTO","EJIDO SAN CRISANTO","Manglares San Crisanto","","","","Forestry - MX","Listed","Not ARB Eligible","Beach","YUCATÁN","MX","","","","","07/31/2020","","View","View","https://www.facebook.com/loriapalm/",
"CAR1429","NA","CARC1427","FUNDACION SAN CRISANTO","EJIDO URSULO GALVAN","Manglares Ursulo Galvan","","","","Forestry - MX","Listed","Not ARB Eligible","Basin","TABASCO","MX","","","","","07/31/2020","","View","View","https://www.facebook.com/search/top?q=ejido%20%C3%BArsulo%20galv%C3%A1n",
"CAR521","NA","","Advanced Disposal Services Maple Hill Landfill, LLC","Advanced Disposal Services Maple Hill Landfill, LLC","Maple Hill Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Macon","MISSOURI","US","","","Project moved to completed on 9/16/2014 due to missing the continuous reporting requirement","354054","05/28/2019","02/16/2011","View","View","",
"CAR762","NA","","Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc","Maple Leaf Dairy East","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Cleveland","WISCONSIN","US","","","","2762","06/24/2010","12/18/2015","View","View","",
"CAR1156","CALS5156","","DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Maple Leaf Dairy East","Maple Leaf Dairy, Inc.","Calumet Renewable Energy LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Manitowoc County","WISCONSIN","US","","","","22936","02/24/2015","07/18/2016","View","View","",
"CAR1155","CALS5155","","DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Maple Leaf Dairy West","Maple Leaf Dairy, Inc.","Calumet Renewable Energy LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Manitowoc County","WISCONSIN","US","","","","65794","02/24/2015","07/18/2016","View","View","",
"CAR1007","NA","","Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc","Maple Leaf Dairy West","Maple Leaf Dairy, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Cleveland, Manitowoc County","WISCONSIN","US","","","","20464","07/30/2013","12/17/2015","View","View","",
"CAR1111","CAFR5111","","Sierra Pacific Industries","Sierra Pacific Industries","Marble Creek","sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","North east of Oroville Lake","CALIFORNIA","US","","","","","07/24/2015","","View","View","",
